Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
2671,617.4593495173765,7.9072886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,618.4418668764654,4.5698633,NA,NA,NA,2,C33H61N3O6,[M + Na]+,C33H61N3NaO6+,Amino acids and Peptides,0.529,Oligopeptides,0.8,Depsipeptides,0.244,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.969,Amino acids and derivatives,0.965,Valine and derivatives,0.672,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",618.441,273,4.558,703057649593125200,703045687991399e3,NA,1475
2108,619.3094549985235,6.3235497,NA,NA,NA,2,C31H48O11,[M + Na]+,C31H48NaO11+,Polyketides,0.851,Polyethers,0.514,Polyether ionophores,0.262,Lipids and lipid-like molecules,0.638,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.638,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,619.31,377,6.283,703061449888579700,703045707788516500,NA,2108
676,619.3402583824198,3.4773571,NA,NA,NA,3,C30H46N6O8,[M + H]+,C30H47N6O8+,Amino acids and Peptides,0.983,Oligopeptides,0.995,Cyclic peptides,0.944,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.869,Peptides,0.7,Oligopeptides,0.645,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",619.342,208,3.474,703055139809555600,703045670744419100,NA,676
1783,619.3958211473623,5.256578,NA,NA,NA,6,C28H58O14,[M + H]+,C28H59O14+,Fatty acids,0.94,Glycerolipids,0.727,Fatty alcohols,0.466,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.998,Dialkyl ethers,0.997,Polyethylene glycols,0.96,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,619.395,314,5.24,703059491031078700,703045697109817100,NA,1783
2122,619.4021569816774,6.3903675,NA,NA,NA,2,C30H60O11,[M + Na]+,C30H60NaO11+,Fatty acids,0.795,Fatty acyls,0.181,Dicarboxylic acids,0.223,Lipids and lipid-like molecules,0.838,Fatty Acyls,0.768,Fatty acid esters,0.673,NA,NA,Fatty acid esters,0.673,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,619.402,377,6.287,703061460890244900,703045708212141300,NA,2122
2623,619.4031812899096,7.7316966,NA,NA,NA,3,C30H60O11,[M + Na]+,C30H60NaO11+,Polyketides,0.768,Linear polyketides,0.266,Open-chain polyketides,0.448,Lipids and lipid-like molecules,0.649,Fatty Acyls,0.513,NA,NA,NA,NA,Fatty Acyls,0.513,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,619.403,465,7.742,703063543576197400,703045725022913900,NA,2623
2328,619.4386502122239,6.8413897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,620.3856281682729,4.70366,NA,NA,NA,1,C27H51N9O6,[M + Na]+,C27H51N9NaO6+,Amino acids and Peptides,0.817,Oligopeptides,0.917,Cyclic peptides,0.634,Organic acids and derivatives,0.946,Carboxylic acids and derivatives,0.855,"Amino acids, peptides, and analogues",0.827,Peptides,0.515,Peptides,0.515,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",620.385,281,4.682,703058027302798500,703045690214380500,NA,1556
2740,620.4102982109918,8.212628,NA,NA,NA,1,C33H59NO8,[M + Na]+,C33H59NNaO8+,Amino acids and Peptides,0.474,Linear polyketides,0.383,Open-chain polyketides,0.331,Lipids and lipid-like molecules,0.786,Fatty Acyls,0.731,NA,NA,NA,NA,Fatty Acyls,0.731,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,620.411,493,8.211,703063950415310800,703045728726484900,NA,2740
1367,620.4212273734662,3.9701612,55,NA,NA,1,C28H55N9O5,[M + Na]+,C28H55N9NaO5+,Amino acids and Peptides,0.957,Oligopeptides,0.902,Tripeptides,0.671,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.965,"Amino acids, peptides, and analogues",0.977,Peptides,0.761,Peptides,0.761,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",620.422,239,3.978,703057095777198700,703045684245885200,NA,1367
272,621.369118900011,2.8380885,NA,NA,NA,1,C27H56O15,[M + H]+,C27H57O15+,Fatty acids,0.851,Fatty acyls,0.652,Fatty alcohols,0.535,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.985,Dialkyl ethers,0.988,Polyethylene glycols,0.996,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,621.369,171,2.85,703053111364368e3,703045657763046900,NA,272
1847,621.3816747252935,5.356491,NA,NA,NA,4,C29H58O12,[M + Na]+,C29H58NaO12+,Fatty acids,0.983,Fatty acyl glycosides,0.957,Fatty acyl glycosides of mono- and disaccharides,0.553,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.851,Glycosyl compounds,0.57,O-glycosyl compounds,0.677,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,621.382,320,5.338,703059915280748500,703045699055974400,NA,1847
834,621.392612875455,3.6145,NA,NA,NA,3,C31H49N5O7,[M + H3N + H]+,C31H53N6O7+,Amino acids and Peptides,0.926,Oligopeptides,0.988,Cyclic peptides,0.305,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.988,"Amino acids, peptides, and analogues",0.92,Amino acids and derivatives,0.903,Alpha amino acids and derivatives,0.868,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",621.394,216,3.597,703055816581515500,703045674519293200,NA,834
2694,621.493755596542,8.010797,4,NA,NA,1,C34H68O9,[M + H]+,C34H69O9+,Fatty acids,0.192,Glycerolipids,0.197,Diacylglycerols,0.085,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.986,Dialkyl ethers,0.983,Polyethylene glycols,0.831,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,621.494,480,8.007,703063865530983e3,703045727396890400,NA,2694
1343,621.6978476257608,3.944054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,622.3910378412336,5.7010703,NA,NA,NA,2,C33H53N5O5,[M + Na]+,C33H53N5NaO5+,Amino acids and Peptides,0.771,Oligopeptides,0.745,Linear peptides,0.263,Organic acids and derivatives,0.975,Carboxylic acids and derivatives,0.961,"Amino acids, peptides, and analogues",0.938,Amino acids and derivatives,0.933,Valine and derivatives,0.66,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",622.391,341,5.687,703060748718356100,703045703086701e3,NA,1966
460,622.4006221643393,3.1977313,NA,NA,NA,1,C28H55N5O10,[M + H]+,C28H56N5O10+,Fatty acids,0.259,Fatty amides,0.516,Tripeptides,0.212,Organic acids and derivatives,0.978,Carboxylic acids and derivatives,0.949,"Amino acids, peptides, and analogues",0.803,Amino acids and derivatives,0.787,Alpha amino acids and derivatives,0.649,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",622.401,192,3.195,703054091556476900,703045665287629e3,NA,460
838,623.3404110912157,3.6143804,3,NA,NA,2,C27H48N6O9,[M + Na]+,C27H48N6NaO9+,Amino acids and Peptides,0.754,Oligopeptides,0.811,Cyclic peptides,0.36,Organic acids and derivatives,0.728,Carboxylic acids and derivatives,0.51,Carboxylic acid derivatives,0.526,Carboxylic acid amides,0.524,Hydroxamic acids,0.813,"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",623.339,216,3.601,703055932654702200,703045674569624800,NA,838
1696,623.3816617675557,5.059114,NA,NA,NA,3,C34H54O10,[M + H]+,C34H55O10+,Polyketides,0.281,Lignans,0.325,Neolignans,0.099,Organic oxygen compounds,1,Organooxygen compounds,0.999,Ethers,0.987,Dialkyl ethers,0.98,Dialkyl ethers,0.98,Organic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,623.381,303,5.058,703058858458709900,703045694635177500,NA,1696
1479,623.3971000249179,4.571397,NA,NA,NA,2,C31H58O12,[M + H]+,C31H59O12+,Fatty acids,0.518,Glycerolipids,0.32,Fatty alcohols,0.055,Organic oxygen compounds,1,Organooxygen compounds,0.999,Ethers,0.984,Dialkyl ethers,0.985,Polyethylene glycols,0.729,Organic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,623.397,273,4.558,703057628730656600,703045688154976900,NA,1479
2639,623.4723710887049,7.8154225,NA,NA,NA,1,C34H62N4O6,[M + H]+,C34H63N4O6+,Amino acids and Peptides,0.961,Oligopeptides,0.984,Microcolins and mirabimids,0.664,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.974,Amino acids and derivatives,0.968,N-acyl-alpha amino acids and derivatives,0.64,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",623.473,473,7.884,703063661293537700,703045725538813400,NA,2639
815,623.8682943428848,3.6144953,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2399,624.4675724993317,7.1484947,NA,NA,NA,2,C39H61NO5,[M + H]+,C39H62NO5+,Fatty acids,1,Spingolipids,0.914,Neutral glycosphingolipids,0.419,Lipids and lipid-like molecules,0.988,Sphingolipids,0.595,NA,NA,NA,NA,Sphingolipids,0.595,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,624.467,429,7.152,703062698994323300,703045716986626400,NA,2399
2799,624.4809135329057,8.521656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,625.3769602582584,3.96725,NA,NA,NA,1,C29H54N4O9,[M + Na]+,C29H54N4NaO9+,Amino acids and Peptides,0.892,Oligopeptides,0.944,Cyclic peptides,0.624,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.868,Amino acids and derivatives,0.845,Alpha amino acids and derivatives,0.765,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",625.377,239,3.978,703057097576555300,703045684283633900,NA,1368
2042,625.3922702870689,6.0433936,NA,NA,NA,3,C32H58O10,[M + Na]+,C32H58NaO10+,Polyketides,0.782,Macrolides,0.358,Open-chain polyketides,0.331,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.761,Glycosyl compounds,0.652,O-glycosyl compounds,0.642,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,625.392,363,6.053,703061267381814100,703045705498426200,NA,2042
846,626.3481728718352,3.6146886,3,NA,NA,1,C28H47N7O9,[M + H]+,C28H48N7O9+,Amino acids and Peptides,0.983,Oligopeptides,0.993,Cyclic peptides,0.919,Organic acids and derivatives,0.994,Carboxylic acids and derivatives,0.982,"Amino acids, peptides, and analogues",0.881,Peptides,0.693,Oligopeptides,0.513,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",626.347,217,3.611,703056006201825200,703045674838060300,NA,846
1900,626.4036181479999,5.4632864,NA,NA,NA,2,C32H55N3O9,[M + H]+,C32H56N3O9+,Polyketides,0.523,Oligopeptides,0.787,Depsipeptides,0.507,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.994,"Amino acids, peptides, and analogues",0.944,Amino acids and derivatives,0.938,Alpha amino acid esters,0.603,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",626.403,327,5.451,703060196068446300,703045700876302600,NA,1900
2321,626.4479273378852,6.8389163,NA,NA,NA,1,C32H59N5O7,[M + H]+,C32H60N5O7+,Amino acids and Peptides,0.485,Oligopeptides,0.502,Linear peptides,0.152,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.962,Peptides,0.583,Peptides,0.583,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",626.446,410,6.826,703062407859278800,703045714486821e3,NA,2321
2548,626.4834184853576,7.563722,NA,NA,NA,3,C32H67NO10,[M + H]+,C32H68NO10+,Fatty acids,0.793,Spingolipids,0.481,Sphingoid bases,0.641,Lipids and lipid-like molecules,0.664,Fatty Acyls,0.558,NA,NA,NA,NA,Fatty Acyls,0.558,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carboxylic acid derivatives; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",626.484,454,7.567,703063279876098700,703045722346947700,NA,2548
461,627.3559943324603,3.1983035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,627.4062616218524,6.712899,NA,NA,NA,1,C32H60O10,[M + Na]+,C32H60NaO10+,Polyketides,0.974,Linear polyketides,0.631,Open-chain polyketides,0.74,Lipids and lipid-like molecules,0.78,Fatty Acyls,0.785,NA,NA,NA,NA,Fatty Acyls,0.785,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,627.407,402,6.704,703062254867828200,703045712704241500,NA,2271
2216,627.4673132131161,6.591028,NA,NA,NA,1,C32H66O11,[M + H]+,C32H67O11+,Fatty acids,0.925,Fatty acyls,0.746,Fatty alcohols,0.506,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.994,Dialkyl ethers,0.995,Polyethylene glycols,0.995,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,627.467,395,6.587,703062098328007400,703045711185903200,NA,2216
2169,627.4798223637425,6.5183268,NA,Spectral Match to Glycerol 1-myristate from NIST14,2M+Na,2,C36H66O8,[M + H]+,C36H67O8+,Fatty acids,0.937,Glycerolipids,0.864,Diacylglycerols,0.232,Lipids and lipid-like molecules,0.97,Fatty Acyls,0.951,Fatty acid esters,0.901,NA,NA,Fatty acid esters,0.901,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,627.479,391,6.518,703061808564505200,703045709747256700,NA,2169
2566,628.4079561213778,7.614614,NA,NA,NA,1,C32H55N5O6,[M + Na]+,C32H55N5NaO6+,Amino acids and Peptides,0.972,Oligopeptides,0.964,Linear peptides,0.432,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.979,Peptides,0.676,Peptides,0.676,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",628.408,457,7.618,703063313044656800,703045723106116700,NA,2566
